,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_number
2726,UR34922,California,No,Basic,Doctor,2011-02-02,Employed,M,Urban,Divorced,Offer1,Agent,Four-Door Car,Small,Personal,L3
2727,RA17555,Oregon,No,Basic,High School or Below,2011-02-07,Employed,M,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L2
2728,AW71157,California,No,Basic,College,2011-01-16,Employed,M,Rural,Divorced,Offer3,Web,Four-Door Car,Medsize,Personal,L1
2729,IN91592,California,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal,L3
2730,WX37953,Oregon,No,Basic,College,2011-02-22,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L2
2731,NL85206,California,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,Personal,L3
2732,PR23514,California,No,Basic,College,2011-01-23,Employed,M,Rural,Divorced,Offer2,Web,Luxury SUV,Medsize,Personal,L3
2733,XZ23352,California,No,Basic,High School or Below,2011-02-13,Unemployed,F,Suburban,Single,Offer4,Call Center,SUV,Small,Corporate,L3
2734,MX80067,California,No,Basic,High School or Below,2011-01-08,Employed,M,Suburban,Single,Offer3,Web,Four-Door Car,Medsize,Personal,L3
2735,HR10835,Nevada,No,Extended,High School or Below,2011-02-11,Employed,M,Rural,Married,Offer2,Branch,SUV,Medsize,Personal,L3
2736,FR15942,Washington,No,Extended,Bachelor,2011-01-06,Medical Leave,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L2
2737,GX22886,Arizona,No,Extended,College,2011-01-25,Employed,M,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
2738,HQ70429,Washington,No,Basic,College,2011-02-20,Unemployed,F,Rural,Single,Offer2,Agent,Two-Door Car,Medsize,Personal,L3
2739,YT84266,Oregon,No,Basic,College,2011-02-17,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal,L1
2740,GH48715,Arizona,No,Basic,High School or Below,2011-01-31,Employed,F,Rural,Single,Offer3,Branch,Four-Door Car,Medsize,Corporate,L3
2741,BN46866,Oregon,No,Basic,College,2011-02-25,Employed,M,Rural,Married,Offer1,Web,Four-Door Car,Large,Personal,L3
2742,CG94611,Oregon,No,Extended,College,2011-01-07,Medical Leave,M,Suburban,Single,Offer4,Agent,Two-Door Car,Medsize,Corporate,L3
2743,GK94889,California,No,Basic,College,2011-02-12,Employed,M,Rural,Married,Offer3,Web,Four-Door Car,Large,Personal,L3
2744,QN62538,Nevada,No,Basic,High School or Below,2011-02-24,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Corporate,L2
2745,UQ13133,Nevada,No,Basic,Master,2011-02-11,Employed,M,Rural,Married,Offer4,Branch,Four-Door Car,Small,Personal,L1
2746,DI65961,Arizona,No,Basic,High School or Below,2011-01-09,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal,L3
2747,WQ85760,California,No,Basic,College,2011-02-05,Medical Leave,M,Suburban,Divorced,Offer3,Branch,SUV,Medsize,Corporate,L3
2748,No35621,Arizona,No,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Small,Personal,L2
2749,IA11644,California,No,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Special,L3
2750,TV53243,Arizona,No,Basic,College,2011-01-08,Employed,F,Urban,Married,Offer3,Agent,Two-Door Car,Medsize,Corporate,L1
2751,WV53081,Arizona,No,Basic,College,2011-02-14,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L1
2752,LL57541,California,No,Extended,Master,2011-01-14,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
2753,RP27249,Oregon,No,Basic,Master,2011-01-11,Employed,F,Urban,Married,Offer4,Agent,SUV,Large,Personal,L3
2754,OT85112,Washington,No,Extended,College,2011-02-24,Employed,M,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2755,GV47847,California,No,Basic,High School or Below,2011-01-02,Unemployed,M,Suburban,Single,Offer4,Branch,Two-Door Car,Medsize,Personal,L2
2756,BB48165,California,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L3
2757,HH80006,Oregon,No,Extended,High School or Below,2011-02-15,Unemployed,F,Suburban,Single,Offer1,Web,Four-Door Car,Small,Personal,L1
2758,TH70115,California,No,Extended,College,2011-01-20,Employed,M,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2759,WE64781,Oregon,No,Extended,Bachelor,2011-01-05,Employed,F,Urban,Married,Offer3,Web,Sports Car,Medsize,Corporate,L1
2760,KN27565,Oregon,No,Basic,Master,2011-01-23,Employed,M,Rural,Single,Offer3,Agent,Luxury SUV,Small,Special,L2
2761,LE85123,Oregon,No,Basic,Bachelor,2011-01-02,Employed,M,Urban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal,L1
2762,QF76244,Oregon,No,Basic,Doctor,2011-01-02,Employed,F,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal,L3
2763,PU73561,Arizona,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L2
2764,HM38744,Oregon,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Corporate,L3
2765,ST59524,Oregon,No,Basic,College,2011-01-13,Unemployed,M,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal,L1
2766,EZ77297,California,No,Extended,Master,2011-01-27,Employed,M,Urban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
2767,DR84843,Arizona,No,Basic,Bachelor,2011-01-14,Employed,M,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
2768,MV54498,California,No,Basic,College,2011-02-13,Employed,F,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
2769,EM85557,Washington,No,Basic,College,2011-02-16,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L1
2770,FY73682,California,No,Basic,Bachelor,2011-02-21,Unemployed,M,Suburban,Single,Offer1,Agent,Luxury SUV,Medsize,Personal,L2
2771,XT54610,California,No,Basic,Bachelor,2011-01-14,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2772,CE16324,Nevada,No,Extended,College,2011-01-24,Employed,F,Urban,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal,L3
2773,KX75698,Oregon,No,Extended,High School or Below,2011-01-08,Employed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L3
2774,UV82770,California,No,Basic,Bachelor,2011-01-11,Unemployed,M,Suburban,Divorced,Offer3,Call Center,SUV,Medsize,Personal,L1
2775,MX95450,Oregon,No,Extended,College,2011-02-26,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L3
2776,XF96605,California,No,Basic,College,2011-01-25,Employed,M,Urban,Divorced,Offer1,Agent,Two-Door Car,Large,Personal,L2
2777,WQ75856,Oregon,No,Basic,Bachelor,2011-01-12,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
2778,JG35886,California,No,Premium,College,2011-01-21,Employed,F,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
2779,XY66810,California,No,Basic,Bachelor,2011-02-09,Unemployed,F,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,Personal,L3
2780,ON50913,California,No,Basic,College,2011-01-14,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Special,L2
2781,LS59408,Arizona,No,Basic,High School or Below,2011-01-20,Unemployed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal,L3
2782,XQ14689,Nevada,No,Basic,College,2011-02-14,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L3
2783,QF55724,California,No,Basic,Bachelor,2011-02-20,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2784,FD79560,Arizona,No,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Divorced,Offer1,Branch,Two-Door Car,Small,Special,L3
2785,KM18818,Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Offer1,Agent,Two-Door Car,Large,Personal,L3
2786,XA28126,California,No,Premium,Bachelor,2011-02-12,Employed,M,Rural,Divorced,Offer1,Agent,SUV,Medsize,Personal,L3
2787,LJ93770,Arizona,No,Basic,Doctor,2011-01-29,Employed,F,Urban,Married,Offer2,Branch,SUV,Medsize,Personal,L3
2788,MK52711,California,No,Basic,High School or Below,2011-01-11,Employed,F,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,Personal,L2
2789,AZ68184,Washington,No,Basic,High School or Below,2011-01-18,Employed,M,Suburban,Married,Offer4,Agent,SUV,Medsize,Personal,L3
2790,NN52789,Arizona,Yes,Basic,Bachelor,2011-02-25,Disabled,M,Suburban,Married,Offer1,Branch,Sports Car,Large,Personal,L2
2791,XC68458,California,No,Extended,Bachelor,2011-01-20,Medical Leave,M,Suburban,Single,Offer1,Web,Four-Door Car,Small,Personal,L2
2792,AF49027,Arizona,No,Premium,College,2011-02-26,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2793,PR22184,California,No,Basic,College,2011-01-13,Employed,F,Suburban,Married,Offer4,Branch,Sports Car,Medsize,Corporate,L2
2794,GM98732,California,No,Basic,College,2011-01-26,Unemployed,F,Suburban,Married,Offer1,Agent,SUV,Small,Personal,L2
2795,NP66209,California,No,Basic,College,2011-02-08,Unemployed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
2796,GA46608,Oregon,No,Basic,Bachelor,2011-02-21,Employed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L1
2797,FZ79470,Arizona,No,Basic,Bachelor,2011-02-24,Unemployed,F,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L2
2798,KR10942,Oregon,No,Basic,Bachelor,2011-01-21,Employed,F,Urban,Married,Offer4,Branch,Two-Door Car,Medsize,Personal,L3
2799,AW86033,California,No,Basic,College,2011-01-13,Disabled,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
2800,LM79063,Arizona,No,Extended,Doctor,2011-02-13,Employed,F,Suburban,Divorced,Offer2,Call Center,Two-Door Car,Small,Personal,L3
2801,NB30963,California,No,Extended,High School or Below,2011-02-19,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Large,Personal,L3
2802,AO40386,Oregon,No,Extended,College,2011-01-25,Retired,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Small,Personal,L2
2803,BN74259,Arizona,No,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Corporate,L1
2804,XV69290,California,Yes,Extended,College,2011-01-11,Employed,M,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
2805,RE97741,California,No,Extended,High School or Below,2011-02-12,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L1
2806,HN69035,Arizona,No,Basic,College,2011-02-15,Employed,F,Rural,Married,Offer3,Web,Four-Door Car,Medsize,Corporate,L2
2807,SI48717,Oregon,No,Extended,College,2011-02-20,Employed,M,Suburban,Divorced,Offer2,Call Center,SUV,Medsize,Personal,L3
2808,PJ67250,Arizona,No,Extended,College,2011-01-19,Employed,F,Suburban,Married,Offer1,Agent,SUV,Medsize,Special,L2
2809,SH85263,California,No,Basic,Bachelor,2011-01-15,Employed,M,Urban,Married,Offer1,Branch,Two-Door Car,Large,Personal,L3
2810,WV37081,California,No,Basic,College,2011-01-13,Employed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2811,No61408,California,No,Extended,Bachelor,2011-02-23,Employed,F,Suburban,Married,Offer1,Branch,SUV,Large,Personal,L1
2812,DE91458,Washington,No,Extended,Master,2011-01-10,Unemployed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L3
2813,EP83939,Arizona,No,Basic,High School or Below,2011-01-26,Employed,M,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2814,IU17657,California,No,Basic,Bachelor,2011-01-30,Disabled,M,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal,L3
2815,EO95166,Oregon,No,Premium,Bachelor,2011-01-27,Employed,M,Urban,Divorced,Offer1,Branch,Four-Door Car,Large,Personal,L2
2816,KX79225,Oregon,No,Basic,High School or Below,2011-01-26,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Personal,L2
2817,EZ60033,California,No,Extended,Bachelor,2011-01-12,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Small,Corporate,L2
2818,KK58047,Oregon,No,Basic,College,2011-01-31,Employed,M,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,Personal,L3
2819,JW62354,Nevada,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Offer2,Branch,SUV,Large,Personal,L1
2820,TT18939,California,No,Basic,Bachelor,2011-01-05,Medical Leave,M,Rural,Divorced,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
2821,IJ21010,Arizona,Yes,Extended,Bachelor,2011-02-03,Employed,F,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal,L2
2822,PZ31902,Arizona,No,Basic,Bachelor,2011-02-22,Employed,F,Urban,Married,Offer4,Web,Two-Door Car,Medsize,Personal,L3
2823,WD88540,California,No,Extended,High School or Below,2011-01-20,Unemployed,M,Suburban,Married,Offer4,Web,Two-Door Car,Large,Personal,L1
2824,IL67915,Arizona,No,Premium,College,2011-02-12,Employed,F,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L2
2825,VQ76590,Arizona,Yes,Basic,Bachelor,2011-02-24,Retired,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal,L1
2826,FJ60600,Oregon,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L3
2827,MP53132,Oregon,No,Extended,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Large,Corporate,L3
2828,XP96549,Oregon,No,Basic,High School or Below,2011-02-19,Employed,F,Suburban,Married,Offer2,Branch,SUV,Large,Personal,L3
2829,VC34797,California,No,Basic,Bachelor,2011-01-27,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L2
2830,QV30663,Nevada,No,Extended,Master,2011-02-28,Employed,F,Rural,Married,Offer3,Call Center,SUV,Medsize,Personal,L3
2831,AK90865,Oregon,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Offer2,Agent,Sports Car,Medsize,Special,L2
2832,BX51438,Arizona,No,Basic,Bachelor,2011-02-23,Employed,M,Urban,Married,Offer4,Web,Four-Door Car,Medsize,Personal,L1
2833,DU38713,Arizona,No,Basic,High School or Below,2011-02-04,Employed,F,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L1
2834,WQ13284,California,No,Basic,College,2011-01-13,Employed,M,Urban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal,L2
2835,JB36584,Arizona,No,Basic,Master,2011-02-04,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2836,WQ23548,California,No,Basic,Master,2011-02-22,Unemployed,F,Suburban,Single,Offer4,Web,SUV,Medsize,Personal,L2
2837,WZ98067,Oregon,No,Premium,College,2011-01-09,Employed,M,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L2
2838,AQ11656,Arizona,No,Basic,Bachelor,2011-02-08,Unemployed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal,L2
2839,KL14426,Nevada,No,Extended,Doctor,2011-01-11,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
2840,PG48617,California,No,Basic,High School or Below,2011-01-03,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
2841,QB24570,Oregon,Yes,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Offer1,Branch,Sports Car,Medsize,Corporate,L3
2842,NI68379,Oregon,No,Extended,Master,2011-01-17,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L1
2843,RS92763,Oregon,No,Basic,College,2011-02-16,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
2844,PA75237,Nevada,No,Basic,Doctor,2011-02-04,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Corporate,L2
2845,LR35392,Oregon,No,Premium,High School or Below,2011-02-25,Employed,M,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Personal,L2
2846,KC22636,California,No,Basic,High School or Below,2011-02-17,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Large,Personal,L3
2847,IJ98317,California,No,Extended,Bachelor,2011-02-24,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
2848,DY49235,Arizona,No,Basic,College,2011-01-10,Disabled,F,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
2849,EG94409,Nevada,No,Basic,High School or Below,2011-01-12,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,Special,L2
2850,GB59748,Arizona,No,Extended,College,2011-01-02,Employed,F,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L2
2851,MP68135,Oregon,No,Extended,College,2011-02-07,Employed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Personal,L2
2852,CZ56843,California,No,Extended,College,2011-01-19,Employed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal,L1
2853,DJ47372,California,No,Extended,Doctor,2011-02-01,Disabled,M,Suburban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,Personal,L1
2854,XZ51937,California,Yes,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Offer2,Branch,SUV,Medsize,Personal,L1
2855,IZ27630,Oregon,No,Extended,Master,2011-01-11,Employed,M,Urban,Single,Offer2,Branch,Two-Door Car,Large,Personal,L2
2856,IM14119,Arizona,No,Basic,Bachelor,2011-02-03,Employed,F,Suburban,Married,Offer2,Branch,Two-Door Car,Small,Special,L3
2857,PN53766,California,No,Basic,Doctor,2011-01-14,Employed,M,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
2858,DQ93036,Arizona,No,Extended,High School or Below,2011-01-11,Employed,M,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L1
2859,WA70405,Nevada,No,Basic,College,2011-01-13,Employed,M,Suburban,Single,Offer3,Agent,SUV,Medsize,Personal,L3
2860,NF51705,Nevada,No,Basic,High School or Below,2011-01-09,Employed,M,Urban,Single,Offer2,Branch,Two-Door Car,Medsize,Corporate,L3
2861,LR37068,Oregon,No,Extended,College,2011-01-10,Employed,F,Suburban,Married,Offer1,Web,Four-Door Car,Small,Personal,L3
2862,EC18611,Nevada,No,Extended,High School or Below,2011-02-16,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
2863,NP88319,Oregon,No,Basic,High School or Below,2011-02-02,Disabled,F,Suburban,Married,Offer4,Call Center,Two-Door Car,Medsize,Corporate,L3
2864,AA11235,Nevada,No,Basic,Bachelor,2011-01-28,Medical Leave,F,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L3
2865,DL55489,Oregon,No,Basic,High School or Below,2011-02-05,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Corporate,L2
2866,UU53919,Oregon,No,Basic,Master,2011-01-14,Employed,F,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal,L2
2867,JI11950,California,No,Basic,High School or Below,2011-02-18,Unemployed,F,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
2868,QB82117,Oregon,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Offer2,Web,Sports Car,Medsize,Personal,L2
2869,MR33456,Washington,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal,L2
2870,YN17362,California,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate,L3
2871,UR73910,California,No,Basic,College,2011-01-25,Employed,M,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate,L2
2872,KG63751,Washington,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L3
2873,NK39001,Oregon,No,Extended,Bachelor,2011-02-09,Medical Leave,F,Urban,Married,Offer3,Branch,Two-Door Car,Large,Personal,L3
2874,HR85493,California,No,Basic,College,2011-01-10,Unemployed,M,Suburban,Single,Offer3,Agent,Two-Door Car,Medsize,Personal,L3
2875,QC50643,California,No,Extended,Bachelor,2011-01-25,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Personal,L3
2876,LO90345,Oregon,No,Basic,College,2011-02-24,Employed,F,Rural,Married,Offer2,Web,Luxury SUV,Small,Corporate,L3
2877,WK64739,Arizona,Yes,Basic,Bachelor,2011-01-11,Disabled,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Corporate,L3
2878,QK88438,Arizona,No,Basic,College,2011-02-19,Employed,F,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
2879,QX42433,California,No,Extended,College,2011-02-24,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
2880,BH52611,California,No,Premium,Bachelor,2011-01-14,Employed,F,Urban,Married,Offer1,Branch,SUV,Medsize,Personal,L2
2881,SA77508,Oregon,No,Basic,High School or Below,2011-02-03,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Large,Personal,L3
2882,HD99234,Oregon,No,Extended,College,2011-02-19,Unemployed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L1
2883,DE37110,California,No,Basic,Master,2011-02-13,Employed,M,Rural,Single,Offer1,Call Center,Sports Car,Medsize,Personal,L3
2884,DJ93289,California,No,Basic,High School or Below,2011-02-26,Employed,F,Rural,Married,Offer4,Agent,Two-Door Car,Large,Personal,L3
2885,AC40767,Washington,No,Basic,Bachelor,2011-02-01,Employed,M,Urban,Single,Offer4,Branch,Two-Door Car,Medsize,Personal,L2
2886,GA79817,Arizona,No,Basic,Bachelor,2011-02-05,Unemployed,M,Suburban,Single,Offer3,Call Center,Four-Door Car,Medsize,Corporate,L2
2887,QH62059,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal,L3
